name,n_fichero,n_caracteres,texto,distancia,NER,Name,Partido
244,00000504.jpg.subtitulo.tif.txt,76,el estilo lírico de esta alemana es el diálogo a dos voces el pimpinelen ,77,0,,Desconocido
245,00000510.jpg.subtitulo.tif.txt,56,laura branigan self control tres per quatre 1986 ,78,0,,Desconocido
246,00000511.jpg.subtitulo.tif.txt,70,a branigan la conocéis también por gloria con el que tocó la idem ,59,0,,Desconocido
247,00000512.jpg.subtitulo.tif.txt,100,esta era una versión de un tema del italiano raf que salió al mismo tiempo y que también triunfó ,93,0,,Desconocido
248,00000519.jpg.subtitulo.tif.txt,69,ya en su momento a nacho cano la memoria histórica no le encantaba ,94,0,,Desconocido
250,00000521.jpg.subtitulo.tif.txt,70,con malinche su musical el pasado se volvió más interesante eh ,76,0,,Desconocido
251,00000525.jpg.subtitulo.tif.txt,56,tino casal pánico en el edén estudio abierto 1984 ,69,0,,Desconocido
252,00000526.jpg.subtitulo.tif.txt,106,si hay peluqueros entre la audiencia es el momento de pedirles que traigan algo turrón de la cocina ,98,0,,Desconocido
254,00000528.jpg.subtitulo.tif.txt,93, acaso pensabais que tino revolucionó la música y la moda sin tener un patinazo alguna vez ,101,0,,Desconocido
255,00000532.jpg.subtitulo.tif.txt,74,esta nos la sabemos en españa líder mundial en consumo de ansiolíticos ,100,0,,Desconocido
257,00000534.jpg.subtitulo.tif.txt,132,en este año de crispación política la propuesta no de ley sobre alud mental logró 340 votos aún así seguimos sin una ley naciona ,116,0,,Desconocido
258,00000539.jpg.subtitulo.tif.txt,56,nacha pop relojes en la oscuridad los sabios 1986 ,115,0,,Desconocido
259,00000540.jpg.subtitulo.tif.txt,76,con permiso de la chica de ayer este tema es una de las joyas del grupo ,70,0,,Desconocido
260,00000541.jpg.subtitulo.tif.txt,58, con antonio vega no hacéis coñas eh no no hacemos ,73,0,,Desconocido
261,00000546.jpg.subtitulo.tif.txt,54,teresa rabal me pongo de pie aplauso 1982 ,61,0,,Desconocido
262,00000547.jpg.subtitulo.tif.txt,45,montó un circo y le crecimos los enanos ,56,0,,Desconocido
263,00000548.jpg.subtitulo.tif.txt,80,el estribillo que sonaba dentro de nuestra cabeza cada vez que íbamos a misa ,75,0,,Desconocido
264,00000549.jpg.subtitulo.tif.txt,90,los niños protagonistas de esta canción ya tienen mejor currículum que santiago abascal ,93,1,Santiago Abascal,VOX
266,00000555.jpg.subtitulo.tif.txt,58,los payasos de la tele el auto nuevo fin de año 1975 ,81,0,,Desconocido
267,00000556.jpg.subtitulo.tif.txt,49,los payasos de la tele valga la redundancia ,33,0,,Desconocido
268,00000557.jpg.subtitulo.tif.txt,66,algunos hemos viajado más incómodos en un trayecto de blablacar ,60,0,,Desconocido
270,00000561.jpg.subtitulo.tif.txt,46,torrebruno don pelanas dabadabada 1983 ,65,0,,Desconocido
271,00000562.jpg.subtitulo.tif.txt,57,no sólo de tigres y leones vivía torrebruno tombién de ,62,0,,Desconocido
272,00000563.jpg.subtitulo.tif.txt,55,bueno de lo que quiera que sea eso un perro sanxe ,57,0,,Desconocido
273,00000566.jpg.subtitulo.tif.txt,46,nins fútbol en acción 300 millones 1981 ,62,0,,Desconocido
274,00000567.jpg.subtitulo.tif.txt,69,cuando la familia von trapp se mudó a el pueblo de los malditos ,68,0,,Desconocido
275,00000568.jpg.subtitulo.tif.txt,115,tardaste casi 40 años en superar que tu madre tirara la camiseta de naranjito hoy el contador vuelve a cero ,106,0,,Desconocido
276,00000569.jpg.subtitulo.tif.txt,99,naranjito curro cobi vistos los precedentes le dejamos a portugal lo de la mascota de 2030 ,115,0,,Desconocido
278,00000573.jpg.subtitulo.tif.txt,41,regaliz vaya mentira aplauso 1982 ,85,0,,Desconocido
279,00000574.jpg.subtitulo.tif.txt,57,en los 80 no lo sabíamos pero esto ahora se llama tdah ,59,0,,Desconocido
280,00000575.jpg.subtitulo.tif.txt,57,si vosotros ya estáis cansados imaginaos o sus padres ,65,0,,Desconocido
281,00000581.jpg.subtitulo.tif.txt,86,los delinquentes y edu soto mortadelo y filemón no disparen al pianista 2008 ,75,0,,Desconocido
282,00000582.jpg.subtitulo.tif.txt,98,niños de todas las edades nos comíamos más a gusto los bocadillos de ibáñez que los de nocilla ,100,0,,Desconocido
283,00000583.jpg.subtitulo.tif.txt,92,con él aprendimos a leer a reír a pensar sin ibáñez todos somos un poco más merluzos ,106,0,,Desconocido
284,00000586.jpg.subtitulo.tif.txt,61,la cabra mecánica la lista de la compra músico sí 2001 ,84,0,,Desconocido
285,00000587.jpg.subtitulo.tif.txt,101,lichis vio un póster de maría jiménez en un bar de vallecas y supo que tenía que contarla con ella ,96,0,,Desconocido
286,00000588.jpg.subtitulo.tif.txt,113,en 2001 el litro de aceite de oliva costaba tres pavos asi también te hacemos nosotros una canción alegre ,119,0,,Desconocido
288,00000590.jpg.subtitulo.tif.txt,78,para lista de la compra la yaya que se cuela siempre en la cola del súper ,102,0,,Desconocido
289,00000593.jpg.subtitulo.tif.txt,43,el fary carabirubi pasa la vida 1992 ,73,0,,Desconocido
291,00000595.jpg.subtitulo.tif.txt,111,el rey de la copla callejera vestía como un agente de tecnocaso y cobía por la puerta chica del imaginarium ,99,0,,Desconocido
292,00000596.jpg.subtitulo.tif.txt,90,hemos elegido carabirubi porque sabemos que esta noche la mandanga la ponéis vosotros ,120,0,,Desconocido
294,00000601.jpg.subtitulo.tif.txt,106,cuando llegas de borrachera hay dos opciones no acostarte o escribirle a tu ex eligieron la correcta ,115,0,,Desconocido
296,00000603.jpg.subtitulo.tif.txt,89,para alegría de bon jovi y desgracia de ross geller han vuelto los pantalones de cuero ,104,0,,Desconocido
297,00000607.jpg.subtitulo.tif.txt,44,las grecas tic tac fin de año 1977 ,82,0,,Desconocido
298,00000608.jpg.subtitulo.tif.txt,85,la verdad es que los típicos fondos de atardeceres nos tienen frito oh espera ,69,0,,Desconocido
299,00000609.jpg.subtitulo.tif.txt,86,esto fue exactamente lo que hicieron las grecas ir muy por delante de su tiempo ,96,0,,Desconocido
300,00000613.jpg.subtitulo.tif.txt,49,ginebras paco y carmela cachitos fest 2020 ,79,0,,Desconocido
301,00000614.jpg.subtitulo.tif.txt,111,cuando escuchéis que las nuevas generaciones son tristes le ponéis 10 segundos de cualquier tema de ginebras ,106,0,,Desconocido
302,00000615.jpg.subtitulo.tif.txt,103,igual esta sí que podría cantarla inés arrimadas ah no os acordáis de ella bueno no pasa nada ,115,0,,Desconocido
303,00000620.jpg.subtitulo.tif.txt,46,sebastián yatra tacones rojos feliz 2022 ,91,0,,Desconocido
304,00000621.jpg.subtitulo.tif.txt,81,el diseño de luces obviamente se lo atribuyen abel caballero y xavier albiol ,78,0,,Desconocido
305,00000622.jpg.subtitulo.tif.txt,98,a falta de letras sesudas la prensa rosa se ceba analizando su vida personal y la de su exnovia ,101,0,,Desconocido
307,00000627.jpg.subtitulo.tif.txt,44, aitana 11 razones aitana 2021 ,89,0,,Desconocido
308,00000628.jpg.subtitulo.tif.txt,96,allo largo de su carrera ha dado ya más de 1 razones para merecerse más orejas y menos lenguas ,86,0,,Desconocido
309,00000629.jpg.subtitulo.tif.txt,44,aún asi alguno sigue recordando lo malo ,89,0,,Desconocido
310,00000632.jpg.subtitulo.tif.txt,56,álvaro de luna juramento eterno de sal feliz 2022 ,52,0,,Desconocido
311,00000633.jpg.subtitulo.tif.txt,61,si veis doble ahora parad con el cava que la cosa empeora ,68,0,,Desconocido
313,00000640.jpg.subtitulo.tif.txt,55,alejandro sanz viviendo deprisa ay vida mia 1992 ,69,0,,Desconocido
314,00000641.jpg.subtitulo.tif.txt,86,deberíais escuchar las nuevas versiones viviendo en rebeldía y debiendo deprisa ,69,0,,Desconocido
315,00000642.jpg.subtitulo.tif.txt,66,la que menos le gusta a hacienda es lo de cuando nadie me ve ,81,0,,Desconocido
316,00000647.jpg.subtitulo.tif.txt,89,desconocemos cuál es el ph de raphael pero ha demostrado que sus pilas son alcalinas ,90,0,,Desconocido
318,00000649.jpg.subtitulo.tif.txt,80,al señor del bigote no le está haciendo ninguna gracia el baile del cucú trás ,101,0,,Desconocido
319,00000650.jpg.subtitulo.tif.txt,82,la letra describe los síntomas del enamoramiento o de un subidón de fentanilo ,90,0,,Desconocido
320,00000655.jpg.subtitulo.tif.txt,70,danny daniel por el amor de una mujer musical de sobremesa 1976 ,78,0,,Desconocido
321,00000656.jpg.subtitulo.tif.txt,91,lleva la camisa más abierta que las barreras de sánchez en una negociación de investidura ,92,0,,Desconocido
322,00000657.jpg.subtitulo.tif.txt,75,bajona nivel contarle tus penas a un yelmo darle la chapa a una chapa ,94,0,,Desconocido
323,00000661.jpg.subtitulo.tif.txt,91, ocío jurado y juan pardo por qué me habrás besado este año cruz y raya seguro 1994 ,98,0,,Desconocido
324,00000662.jpg.subtitulo.tif.txt,87,el dueto que rosalía y raw alejandro no se atrevieron a cantar en los latin grammy ,97,0,,Desconocido
325,00000663.jpg.subtitulo.tif.txt,80,pardo compuso algunos grandes temas para rocío sólo cantaron juntos en este ,89,0,,Desconocido
326,00000664.jpg.subtitulo.tif.txt,68,tuvo suficiente con exponerse una vez ante un jurado tan exigente ,82,0,,Desconocido
328,00000672.jpg.subtitulo.tif.txt,95,representante del prolífico género musical de principios de los 80 conocido como guaperas ,98,0,,Desconocido
330,00000674.jpg.subtitulo.tif.txt,79,reapareció a mediados de los 2000 como aspirante a icono gay salió regular ,89,0,,Desconocido
331,00000677.jpg.subtitulo.tif.txt,55,david civera perdóname el verano de tu vida 2005 ,80,0,,Desconocido
332,00000678.jpg.subtitulo.tif.txt,95,civera bisbal bustamante de gea tenemos una gran tradición de cantantes llamados david ,82,0,,Desconocido
334,00000680.jpg.subtitulo.tif.txt,75,si puigdemont la hubiera pedido así la amnistía no sería tan impopular ,92,0,,Desconocido
335,00000683.jpg.subtitulo.tif.txt,52,chenoa soy lo que me das noche de fiesta 2004 ,73,0,,Desconocido
336,00000684.jpg.subtitulo.tif.txt,79,en esta partida de strip poker nosotros hubiéramos tirado primero el bastón ,80,0,,Desconocido
337,00000685.jpg.subtitulo.tif.txt,105,22 años después de participar en ot se ha convertido en su presentadora en el casting superó a alexa ,99,0,,Desconocido
338,00000689.jpg.subtitulo.tif.txt,101,que no os despiste el saludo espontáneo no os perdáis al tipo en posición fetal en primera fila ,101,0,,Desconocido
340,00000691.jpg.subtitulo.tif.txt,80,esta canción huele muy fuerte a puesto de churrasco en las fiestas del pueblo ,98,0,,Desconocido
341,00000692.jpg.subtitulo.tif.txt,51,raúl prohibida murcia qué hermosa eres 2001 ,82,0,,Desconocido
342,00000698.jpg.subtitulo.tif.txt,45,máneskin zitti e buoni eurovisión 2021 ,51,0,,Desconocido
343,00000699.jpg.subtitulo.tif.txt,100, siamo fuori di testa estamos mal de la cabeza ma diversi da loro pero no en plan meloni ,92,0,,Desconocido
344,00000700.jpg.subtitulo.tif.txt,102,algunos alabaron mucho el vestuario de damiano co como se nota que ellos no tenían que ir a mear ,100,0,,Desconocido
346,00000705.jpg.subtitulo.tif.txt,52,suzi quatro 48 crash señoras y señores 1974 ,97,0,,Desconocido
347,00000706.jpg.subtitulo.tif.txt,78,suzi quatro era solo una la primera bajista que lo petó internacionalmente ,67,0,,Desconocido
348,00000707.jpg.subtitulo.tif.txt,77,el playback es menos creíble que la renuncia a la unilateralidad de junts ,85,0,,Desconocido
349,00000710.jpg.subtitulo.tif.txt,110,tras su fallecimiento este año medio mundo repitió lo de simplemente la mejor algo simplista la verdad ,103,0,,Desconocido
351,00000712.jpg.subtitulo.tif.txt,98,competitividades aparte luchó contra el machismo el racismo e inspiró el baile de mike jagger ,117,0,,Desconocido
352,00000720.jpg.subtitulo.tif.txt,42,ac dc girls got rhythm aplauso 1980 ,94,0,,Desconocido
353,00000721.jpg.subtitulo.tif.txt,115,dos semanas después de esto murió el vocalista bon scott en mitad del luto apareció brian johnson y hasta hoy ,106,0,,Desconocido
354,00000722.jpg.subtitulo.tif.txt,115,con el clásico traje de cole privado de angus young gritan bastante mejor que los del colegio mayor elías ahuja ,128,0,,Desconocido
355,00000726.jpg.subtitulo.tif.txt,45,scorpions no one like you aplauso 1982 ,97,0,,Desconocido
356,00000727.jpg.subtitulo.tif.txt,87,en el mundo del heavy scorpions es como sergio dalma el momento de bailar pegados ,73,0,,Desconocido
358,00000729.jpg.subtitulo.tif.txt,69,esto es lo que el difunto llongueras llamaba la fase pre krusty ,86,0,,Desconocido
359,00000731.jpg.subtitulo.tif.txt,44,todo el mundo necesita alomiarn nara midi ,60,0,,Desconocido
360,00000732.jpg.subtitulo.tif.txt,80,a ver compañero para un poquito con la traducción que esto no es un karaoke ,76,0,,Desconocido
361,00000733.jpg.subtitulo.tif.txt,35,senor tienes que omardar la sa ,71,0,,Desconocido
362,00000734.jpg.subtitulo.tif.txt,73,y dale con el traductor de google te quitamos nosotros a ti el curro ,64,0,,Desconocido
363,00000735.jpg.subtitulo.tif.txt,84,de de déjame hablar hablemos de milenarismo el milenarismo va a llegaacar ,83,0,,Desconocido
365,00000737.jpg.subtitulo.tif.txt,43,bon jovi keep the faith a punto 1992 ,79,0,,Desconocido
367,00000741.jpg.subtitulo.tif.txt,40,van halen unchained aplauso 1981 ,38,0,,Desconocido
368,00000742.jpg.subtitulo.tif.txt,111,de todos los que hemos visto hasta ahora estos son los que menos camisetas han vendido y se nota el porqué ,98,0,,Desconocido
369,00000743.jpg.subtitulo.tif.txt,99,lo de mezclar estéticas incompatibles ya lo hicieron en cowboys aliens tampoco salió bien ,115,0,,Desconocido
371,00000745.jpg.subtitulo.tif.txt,95,lógicamente tenía que haber un duelo de guitarras al ser playback no fue tan tensa la cosa ,109,0,,Desconocido
372,00000749.jpg.subtitulo.tif.txt,50,betina la lluvia vacaciones en españa 1969 ,82,0,,Desconocido
373,00000750.jpg.subtitulo.tif.txt,81,se ve que por entonces no había sequía ni presupuesto para efectos especiales ,81,0,,Desconocido
374,00000751.jpg.subtitulo.tif.txt,107,aparición estelar de mariano medina el primer hombre del tiempo el homo antecessor de martín barreiro ,116,0,,Desconocido
375,00000755.jpg.subtitulo.tif.txt,63,rocío dúrcal la gata bajo la lluvia estudio abierto 1982 ,107,0,,Desconocido
376,00000756.jpg.subtitulo.tif.txt,112,su gata fue a terapia con el gato de roberto carlos él estaba triste y azul pero por lo menos estaba seco ,105,0,,Desconocido
378,00000758.jpg.subtitulo.tif.txt,121,la canción como su protagonista ha tenido muchas vidas la última este año en tomorrowland de la mano de steve aoki ,125,0,,Desconocido
379,00000763.jpg.subtitulo.tif.txt,56,marisol aquel verano 560 grados en torno a 1972 ,111,0,,Desconocido
381,00000765.jpg.subtitulo.tif.txt,101,es impresionante cada vez hay que llegar antes a la playa para pillar sitio en primera línea ,87,0,,Desconocido
382,00000766.jpg.subtitulo.tif.txt,104,el tiempo está cada vez más loco pero nunca lo estará tanto como el realizador valerio lazarov ,96,0,,Desconocido
383,00000770.jpg.subtitulo.tif.txt,67, los albas a la orilla de la mar señoras y señores 1974 ,97,0,,Desconocido
384,00000771.jpg.subtitulo.tif.txt,80,ese baile está muy desaprovechado en esas piscinas faltan 200 kilos de uvas ,84,0,,Desconocido
385,00000772.jpg.subtitulo.tif.txt,87,9 de cada 10 españoles son como la cantudo odian planchar la otra es yolanda díaz ,94,0,,Desconocido
387,00000775.jpg.subtitulo.tif.txt,53,los diablos acalorado señoras y señores 1974 ,83,0,,Desconocido
388,00000776.jpg.subtitulo.tif.txt,105,este rótulo es una buena oportunidad para recordar que 2023 ha sido el año más caluroso de la historia ,94,0,,Desconocido
389,00000777.jpg.subtitulo.tif.txt,54,pero vamos que la canción habla de estar cachondo ,97,0,,Desconocido
390,00000778.jpg.subtitulo.tif.txt,100,son los mismos de un rayo de sol en invierno como los plantígrados y georgie dann hibernaban ,91,0,,Desconocido
392,00000785.jpg.subtitulo.tif.txt,49,los ángeles momentos galas del sábado 1969 ,90,0,,Desconocido
393,00000786.jpg.subtitulo.tif.txt,77,no sabemos mucho de economía pero estos deben ser los tipos de interés ,72,0,,Desconocido
394,00000787.jpg.subtitulo.tif.txt,92,los ángeles cotizaron muy alto en los 60 luego su valoración perdió mucho con el cambio ,95,0,,Desconocido
396,00000792.jpg.subtitulo.tif.txt,51,olé olé la chica ye yé no te lo pierdas 1990 ,81,0,,Desconocido
397,00000793.jpg.subtitulo.tif.txt,93,el dejad que los niños se acerquen a mí según el defensor del pueblo tiene sus riesgos ,82,0,,Desconocido
398,00000794.jpg.subtitulo.tif.txt,113,aquí hay menos coordinación que en una mani en ferraz marta aún no había escrito un himno para arreglar esto ,114,0,,Desconocido
399,00000795.jpg.subtitulo.tif.txt,41,ya te estamos echando de menos concha ,99,0,,Desconocido
400,00000800.jpg.subtitulo.tif.txt,48,la unión ella es un volcán estres 1991 ,47,0,,Desconocido
401,00000801.jpg.subtitulo.tif.txt,61, hace cuánto que no veías a rafa vestido acorde a su edad ,57,0,,Desconocido
403,00000803.jpg.subtitulo.tif.txt,113,hablando de volcanes los afectados de la palma siguen intentando sacar adelante una ley nacional de volcanes ,93,0,,Desconocido
404,00000806.jpg.subtitulo.tif.txt,62,hombres g el ataque de las chicas cocodrilo tocata 1986 ,105,0,,Desconocido
405,00000807.jpg.subtitulo.tif.txt,113,eran normales en medio de una movida de raros por eso son los que menos han cambiado y siguen petándolo ,102,0,,Desconocido
406,00000808.jpg.subtitulo.tif.txt,79,las chicas cocodrilo tuvieron cocodrilitas que también van a los conciertos ,102,0,,Desconocido
408,00000810.jpg.subtitulo.tif.txt,91, has sido tú resume el discurso de la oposición desde que llegó pedro sánchez hasta hoy ,98,1,Pedro Sánchez,PSOE
409,00000812.jpg.subtitulo.tif.txt,46,los secretos sin dirección tocata 1987 ,79,0,,Desconocido
410,00000813.jpg.subtitulo.tif.txt,109,a ellos sí les suelen meter en el saco de la movida más que nada por la mala vida perdieron a 3 miembros ,100,0,,Desconocido
411,00000814.jpg.subtitulo.tif.txt,74,eran unos visionarios aquí la canción dedicada a un paquete de amazon ,105,0,,Desconocido
412,00000815.jpg.subtitulo.tif.txt,71,ahora los secretos son menos secretos por culpa del sistema pegasus ,82,0,,Desconocido
414,00000819.jpg.subtitulo.tif.txt,56,duncan dhu una calle de parís querido pirulí 1988 ,78,0,,Desconocido
415,00000820.jpg.subtitulo.tif.txt,80,antes de que hubiera whatsapp mikel erentxun ya podía poner el cuerpo a 2x ,75,0,,Desconocido
417,00000822.jpg.subtitulo.tif.txt,70, alguien tiene un calmante ah se los ha acabado diego vasallo ,85,0,,Desconocido
418,00000825.jpg.subtitulo.tif.txt,51,danza invisible catalina cajón desastre 1990 ,63,0,,Desconocido
419,00000826.jpg.subtitulo.tif.txt,79,para darle más realismo a esta actuación en rtve externalizaron la limpieza ,79,0,,Desconocido
420,00000827.jpg.subtitulo.tif.txt,125,una discografía compleja apertura de estilos innovaciones pero todo se lo comió otro de sus éxitos sabor de amor ,119,0,,Desconocido
422,00000832.jpg.subtitulo.tif.txt,62,amistades peligrosas me quedaré solo pasa la vida 1996 ,108,0,,Desconocido
423,00000833.jpg.subtitulo.tif.txt,94,entonces no lo vimos pero la estética era un doble homenaje a ibarretxe y escarlata o hara ,92,0,,Desconocido
424,00000834.jpg.subtitulo.tif.txt,94,la cosa acabó tan mal que en 2020 volvieron con una canción titulada alto el fuego ,106,0,,Desconocido
425,00000838.jpg.subtitulo.tif.txt,63,celtas cortos cuéntame un cuento la primera del año 1996 ,82,0,,Desconocido
426,00000839.jpg.subtitulo.tif.txt,81,tranquilos majetes que esta aún suena cada 20 de abril en la cabaña de turmo ,76,0,,Desconocido
427,00000840.jpg.subtitulo.tif.txt,88,alos que nos gusta la música celta siempre escuchamos grupos como este de valladolid ,94,0,,Desconocido
429,00000844.jpg.subtitulo.tif.txt,59,paloma san basilio cheek to cheek lo hora de 1976 ,83,0,,Desconocido
430,00000845.jpg.subtitulo.tif.txt,101,la versión libre en castellano se llama cachete pechito y ombligo y se baila prácticamente igual ,89,0,,Desconocido
431,00000846.jpg.subtitulo.tif.txt,93,con el tiempo hemos pasado de la alegría del cheek to cheek a los disgustos del doble check ,107,0,,Desconocido
432,00000851.jpg.subtitulo.tif.txt,52,leif garrett singin in the rain aplauso 1980 ,95,0,,Desconocido
433,00000852.jpg.subtitulo.tif.txt,73, cuidado nenas que llega el melenas así eran los slogans en los 80 ,68,0,,Desconocido
434,00000853.jpg.subtitulo.tif.txt,106,protagonizó un mitico anuncio de zapatillas paredes si lo recuerdas es porque ahora las llevas de felpa ,93,0,,Desconocido
436,00000855.jpg.subtitulo.tif.txt,40, no os recuerda a alguien de pequeño ,87,0,,Desconocido
437,00000856.jpg.subtitulo.tif.txt,63,luis miguel será que no me amas viva el espectáculo 1991 ,58,0,,Desconocido
438,00000857.jpg.subtitulo.tif.txt,80,es geográficamente inexplicable pero el sol de méxico nació en puerto rico ,76,0,,Desconocido
439,00000858.jpg.subtitulo.tif.txt,105,noche playa lluvia a la hora de buscar culpables tiene más imaginación que la prensa conservadora ,103,0,,Desconocido
440,00000867.jpg.subtitulo.tif.txt,45,albert hammond ansiedad fin de año 1976 ,98,0,,Desconocido
441,00000868.jpg.subtitulo.tif.txt,98,os lo hemos contado mil veces pero para los nuevos es el padre del guitarrista de los strokes ,88,0,,Desconocido
442,00000869.jpg.subtitulo.tif.txt,58,juntos son hammond hammond como la peli de bigas luna ,86,0,,Desconocido
444,00000875.jpg.subtitulo.tif.txt,95,la mexicana interpretó la canción que sonaba en cría cuervos como homenaje a carlos saura ,90,0,,Desconocido
446,00000877.jpg.subtitulo.tif.txt,35,al acordeón andreu buenafuente ,81,0,,Desconocido
447,00000878.jpg.subtitulo.tif.txt,58,la finísima línea entre el maquillaje y la tanatopraxia ,55,0,,Desconocido
448,00000880.jpg.subtitulo.tif.txt,116,es una versión de pm a believer pero a los bailarines les dijeron que se preparasen la coreografía de grease ,101,0,,Desconocido
449,00000881.jpg.subtitulo.tif.txt,80,los no menos fabulosos cadillac uno de grupos menos recordados de los 80 ,102,0,,Desconocido
450,00000882.jpg.subtitulo.tif.txt,114,su sueño de triunfar con guitarras y armonías vocales en tiempos de sintetizadores no terminó de materializarse ,109,0,,Desconocido
451,00000883.jpg.subtitulo.tif.txt,43,cadillac soy un soñador aplauso 1982 ,105,0,,Desconocido
452,00000888.jpg.subtitulo.tif.txt,59,kiko veneno memphis blues algo más que flamenco 1998 ,56,0,,Desconocido
453,00000889.jpg.subtitulo.tif.txt,36,igualito que dylan pero del betis ,55,0,,Desconocido
454,00000890.jpg.subtitulo.tif.txt,95,conociendo los hábitos de rivera tiene gracia que este sea el kiko que se apellida veneno ,84,0,,Desconocido
455,00000896.jpg.subtitulo.tif.txt,61, mirad un español de bien apoyando a la seguridad social ,91,0,,Desconocido
457,00000898.jpg.subtitulo.tif.txt,77,manolo escobar cantando chiquilla las fiestas de tu pueblo al cuadrado ,72,0,,Desconocido
458,00000901.jpg.subtitulo.tif.txt,44,sara montiel perfidia fin de año 1976 ,69,0,,Desconocido
459,00000902.jpg.subtitulo.tif.txt,98,la última gran diva una manchega moderna abierta y rompedora en las antípodas de garcia page ,85,0,,Desconocido
460,00000903.jpg.subtitulo.tif.txt,67,en presencia de la montiel ese instrumento pasa a ser un sexofón ,96,0,,Desconocido
462,00000908.jpg.subtitulo.tif.txt,57,imperio de triana a tu vera galas del sábado 1968 ,69,0,,Desconocido
463,00000909.jpg.subtitulo.tif.txt,87,el tema ahora os parece más antiguo que el talante de zp pero se publicó en los 60 ,79,0,,Desconocido
464,00000910.jpg.subtitulo.tif.txt,104,de hecho es super moderno si poneis la imagen en color veréis que detrás estaba naciendo el tetris ,104,0,,Desconocido
466,00000917.jpg.subtitulo.tif.txt,34,gemeliers con otro peluquero ,90,0,,Desconocido
467,00000918.jpg.subtitulo.tif.txt,75,la camisa es muy cómoda en caso de que necesites un electrocardiograma ,64,0,,Desconocido
469,00000920.jpg.subtitulo.tif.txt,77,este programa era como canal red con iglesias y montero siempre vigilantes ,84,0,,Desconocido
470,00000923.jpg.subtitulo.tif.txt,57,carmen sevilla carmen de españa 300 millones 1981 ,77,0,,Desconocido
471,00000924.jpg.subtitulo.tif.txt,103,fue la única estrella que en vez de quitarse años se puso uno más para poder sindicarse a los 13 ,89,0,,Desconocido
472,00000925.jpg.subtitulo.tif.txt,57,de todas las banderas de españa nos quedamos con esta ,91,0,,Desconocido
474,00000928.jpg.subtitulo.tif.txt,57,lola flores lola sí señoras y señores 1974 ,55,0,,Desconocido
475,00000929.jpg.subtitulo.tif.txt,84,a carmen en el más allá le espera otra estrella carl sagan igual no pero lola sí ,78,0,,Desconocido
476,00000930.jpg.subtitulo.tif.txt,50,en holanda concretamente no están para olé ,76,0,,Desconocido
477,00000938.jpg.subtitulo.tif.txt,99,hija de jarcha y veneno ella solita siguió revolucionando la tradición a base de fusión y humor ,93,0,,Desconocido
479,00000940.jpg.subtitulo.tif.txt,111,a ver cuando saca panini la colección de peinetas de martirio con el número uno el coche recortable en 3d ,114,0,,Desconocido
480,00000944.jpg.subtitulo.tif.txt,64,ladilla rusa a un metro y medio de ti punts de vista 2020 ,102,0,,Desconocido
481,00000945.jpg.subtitulo.tif.txt,53,ladilla rusa o como diría putin yevgueni prigozhin ,49,0,,Desconocido
482,00000946.jpg.subtitulo.tif.txt,96,el rumbakalao camela los chichos pont aeri el sonido de los coches de choque del futuro ,89,0,,Desconocido
483,00000952.jpg.subtitulo.tif.txt,53,king africa la bomba el verano de tu vida 2000 ,85,0,,Desconocido
484,00000953.jpg.subtitulo.tif.txt,102,tiene el mérito de haber elevado la batamanta xxl a la categoría de prenda que puedes sacar de cosa ,89,0,,Desconocido
485,00000954.jpg.subtitulo.tif.txt,88,a ver si era esto de lo que hablaba aznar cuando lo de las armas de destrucción masiva ,101,0,,Desconocido
486,00000957.jpg.subtitulo.tif.txt,41,loco mia party time viéndonos 1993 ,90,0,,Desconocido
487,00000958.jpg.subtitulo.tif.txt,119,desconocido pasaje de la obra de dumas en el que athos porthos aramis y d artagnan se van de despedida a fuengirola ,109,0,,Desconocido
488,00000959.jpg.subtitulo.tif.txt,95,esta canción pertenece a su tercer disco el más maduro imagindis cómo eran los otros dos ,121,0,,Desconocido
489,00000963.jpg.subtitulo.tif.txt,66,boney m hooray hooray it s a holi holiday aplauso 1979 ,96,0,,Desconocido
490,00000964.jpg.subtitulo.tif.txt,121,los reyes del eurodisco alemán también triunfaron en españa y eso que aquí competían con el tigretón y la pantera rosa ,116,0,,Desconocido
491,00000965.jpg.subtitulo.tif.txt,105,alguien debería recordarle a bobby farrell que no es buena idea salir al escenario con la vejiga llena ,124,0,,Desconocido
492,00000966.jpg.subtitulo.tif.txt,100, se ha caido la palmera señores lo estaba disiendo que se iba a caé la palmera en directo ,107,0,,Desconocido
494,00000972.jpg.subtitulo.tif.txt,44,abba voulez vous 300 millones 1979 ,91,0,,Desconocido
495,00000973.jpg.subtitulo.tif.txt,85, recordáis la corona del roscón que llevaba bobby farrell pues aqui tenéis el abba ,84,0,,Desconocido
496,00000974.jpg.subtitulo.tif.txt,115,son como la estantería billy bastó con unir cuatro piezas para obtener un producto sueco universal y atemporal ,116,0,,Desconocido
497,00000980.jpg.subtitulo.tif.txt,41,baccara granada 300 millones 1977 ,107,0,,Desconocido
498,00000981.jpg.subtitulo.tif.txt,84,versión disco cañi del clásico de agustín lara quien nunca había pisado granada ,84,0,,Desconocido
499,00000982.jpg.subtitulo.tif.txt,90,ellas tampoco necesitaron pisar una escuela de idiomas para petarlo cantando en inglés ,97,0,,Desconocido
500,00000989.jpg.subtitulo.tif.txt,52,bonnie tyler it s a heartache fantástico 1979 ,87,0,,Desconocido
