cod_postal,cod_prov,area_m2,centroide_longitud,centroide_latitud,provincia
44430,44,69940645.01332805,-0.8131758866195286,40.2297478382627,TERUEL
15930,15,1699051.3784018755,-8.88280645496921,42.64755675195664,"CORUNA, A"
28370,28,198632491.28613132,-3.478288506112781,40.16246651148144,MADRID
31789,31,63128134.4667274,-1.6679237479251168,43.2879010323213,"NAVARRA"
19170,19,83428342.60643855,-3.4116967542663947,40.709634021328135,GUADALAJARA
39150,39,27331965.835446894,-3.689798234632537,43.445559148046364,CANTABRIA
18280,18,105356613.56276247,-4.195155381996481,37.306266204312124,GRANADA
44563,44,164011104.54377532,-0.31146878985162463,40.71331599091725,TERUEL
36511,36,124854322.39206086,-7.964825624094028,42.62257121797382,PONTEVEDRA
11179,11,179943905.38958943,-5.838326398441062,36.339388925713315,CADIZ
37100,37,55546661.75080341,-6.0045251818760415,41.08027491846612,SALAMANCA
40200,40,288528933.5437421,-4.267204543294169,41.36248781529838,SEGOVIA
36685,36,58990662.851484835,-8.422891562361018,42.727253942805284,PONTEVEDRA
42210,42,180804393.99698833,-2.6798162495042472,41.4492843953973,SORIA
27268,27,11914962.886077553,-7.53956672012119,43.160447804447436,LUGO
32550,32,6761723.830800891,-7.1113335801216255,42.18153107715743,OURENSE
33930,33,1689233.6823918596,-5.708691262269793,43.31099090011341,ASTURIAS
15109,15,112496379.05936007,-8.657528686812846,43.163142994413,"CORUNA, A"
15567,15,39264016.6817942,-7.8815006390539075,43.53011497975339,"CORUNA, A"
08903,08,733172.1365874531,2.1237324645546827,41.37201765484224,BARCELONA
15893,15,30994919.957724422,-8.502604742701209,42.84382045243645,"CORUNA, A"
36190,36,8357843.238096118,-8.655378375047253,42.528682943099604,PONTEVEDRA
37621,37,276021436.8895035,-6.130142886784012,40.57061196685657,SALAMANCA
27810,27,18543261.953584746,-7.659726897016649,43.282166684528114,LUGO
36848,36,16671373.885231972,-8.436778609199475,42.32075409603985,PONTEVEDRA
44150,44,193909420.8615612,-0.6755819113297599,40.64653782695091,TERUEL
24191,24,18604054.583027817,-5.621822151854461,42.61583047838424,LEON
39762,39,27689446.900981613,-3.456373235146334,43.36281177806213,CANTABRIA
07007,07,17815855.099810638,2.694035575862629,39.56518790435056,"BALEARS, ILLES"
17258,17,46895706.732712984,3.179361055855875,42.047131179194174,GIRONA
